,Close,High,Low,Open,Volume
2023-09-21,19.47907066345215,20.3048152923584,19.37391471862793,20.3048152923584,253809695.0
2023-09-22,19.43814468383789,19.774112701416016,19.221296310424805,19.47825050354004,170874161.0
2023-09-23,19.47390365600586,19.55816078186035,19.313749313354492,19.43851089477539,97379053.0
2023-09-24,19.374290466308594,19.657695770263672,19.30803680419922,19.473894119262695,115380619.0
2023-09-25,19.40414047241211,19.703439712524414,19.217248916625977,19.3741455078125,163848456.0
2023-09-26,19.023286819458008,19.5053653717041,18.941389083862305,19.40274429321289,170201883.0
2023-09-27,19.130022048950195,19.44652557373047,18.774215698242188,19.02251434326172,210385139.0
2023-09-28,19.957616806030273,19.960865020751953,19.110307693481445,19.129474639892578,225954938.0
2023-09-29,20.300655364990234,20.415977478027344,19.875160217285156,19.95958137512207,219571069.0
2023-09-30,21.3951473236084,21.729970932006836,20.124679565429688,20.299589157104492,328987954.0
2023-10-01,23.83648681640625,24.396018981933594,21.170072555541992,21.392059326171875,637123111.0
2023-10-02,23.371700286865234,24.603424072265625,22.976022720336914,23.837955474853516,658084028.0
2023-10-03,23.55269432067871,24.662073135375977,23.296710968017578,23.36992073059082,653491878.0
2023-10-04,23.144786834716797,23.754377365112305,22.692842483520508,23.556915283203125,429268875.0
2023-10-05,22.694141387939453,23.717647552490234,22.628948211669922,23.14655113220215,361288781.0
2023-10-06,23.424453735351562,23.70509147644043,22.692167282104492,22.692167282104492,402665506.0
2023-10-07,23.287302017211914,24.101722717285156,23.117116928100586,23.4239501953125,278403509.0
2023-10-08,23.24642562866211,23.613706588745117,23.14427947998047,23.289335250854492,190670414.0
2023-10-09,22.118396759033203,23.353511810302734,21.814489364624023,23.244909286499023,356967743.0
2023-10-10,22.10511589050293,22.45848846435547,21.738727569580078,22.117517471313477,241087146.0
2023-10-11,22.00741958618164,22.39118194580078,21.679807662963867,22.105201721191406,278925381.0
2023-10-12,21.300268173217773,22.019926071166992,21.068971633911133,22.007484436035156,283320977.0
2023-10-13,21.834917068481445,22.156654357910156,21.132036209106445,21.299955368041992,269268807.0
2023-10-14,22.01171875,22.196813583374023,21.82191276550293,21.834354400634766,174004594.0
2023-10-15,21.922027587890625,22.135814666748047,21.711383819580078,22.010534286499023,178940996.0
2023-10-16,23.98295783996582,24.41446876525879,21.92258644104004,21.92258644104004,726713710.0
2023-10-17,23.959318161010742,24.485265731811523,23.644390106201172,23.981590270996094,520830665.0
2023-10-18,23.432138442993164,24.30299949645996,23.4240779876709,23.959224700927734,362606644.0
2023-10-19,24.93791961669922,25.389076232910156,23.256446838378906,23.4334774017334,663249208.0
2023-10-20,27.033674240112305,27.31616973876953,24.774505615234375,24.937543869018555,910991447.0
2023-10-21,29.386228561401367,30.14244842529297,26.71261215209961,27.034481048583984,1160814433.0
2023-10-22,29.03668212890625,29.9661922454834,28.20864486694336,29.384227752685547,665340924.0
2023-10-23,31.850984573364258,32.468772888183594,28.9017391204834,29.26222038269043,1581590969.0
2023-10-24,30.15153694152832,32.36031723022461,29.70209312438965,31.84965705871582,1450364573.0
2023-10-25,32.46306610107422,33.69322204589844,30.059873580932617,30.151220321655273,1458706203.0
2023-10-26,32.77549362182617,33.22134017944336,30.797067642211914,32.461856842041016,1015617285.0
2023-10-27,31.73969841003418,33.30240249633789,31.52513885498047,32.77643585205078,870812666.0
2023-10-28,31.653318405151367,32.47766876220703,31.50631332397461,31.73992156982422,380462073.0
2023-10-29,32.822608947753906,33.13132858276367,31.434202194213867,31.652101516723633,507672244.0
2023-10-30,34.962337493896484,35.17289352416992,32.39456558227539,32.819034576416016,1099930941.0
2023-10-31,38.51951599121094,38.54643249511719,34.9084358215332,34.95983123779297,1577034191.0
2023-11-01,41.461544036865234,46.25090026855469,37.96105194091797,38.513057708740234,3630725002.0
2023-11-02,40.20756912231445,44.4891242980957,38.975345611572266,41.385948181152344,2583692673.0
2023-11-03,39.51976013183594,40.22572326660156,38.21837615966797,40.208927154541016,1755955299.0
2023-11-04,42.346595764160156,42.69524002075195,39.168792724609375,39.52021026611328,1454107898.0
2023-11-05,41.23860168457031,42.80353927612305,40.380126953125,42.37336730957031,884855278.0
2023-11-06,42.12858963012695,42.155067443847656,39.825077056884766,41.238563537597656,1010459088.0
2023-11-07,43.09254455566406,44.42584991455078,40.319908142089844,42.13777160644531,1780187159.0
2023-11-08,43.18988800048828,43.805057525634766,42.394229888916016,43.08591842651367,1009177437.0
2023-11-09,45.444828033447266,48.703067779541016,42.608184814453125,43.18186950683594,2830770419.0
2023-11-10,56.64385223388672,57.34910202026367,45.21684646606445,45.4423713684082,3795204638.0
2023-11-11,56.1026611328125,63.41544723510742,54.04486846923828,56.640995025634766,4182963132.0
2023-11-12,56.15409851074219,61.71490478515625,54.94210433959961,56.13203048706055,2987356952.0
2023-11-13,51.90705108642578,59.71365737915039,51.90705108642578,56.180625915527344,2942685126.0
2023-11-14,56.838375091552734,57.730106353759766,51.71446228027344,51.902217864990234,3195616616.0
2023-11-15,65.5344009399414,66.86766815185547,56.30898666381836,56.83993911743164,3793937162.0
2023-11-16,57.871402740478516,67.99214935302734,56.81013107299805,65.53944396972656,3922608772.0
2023-11-17,58.41593551635742,60.416290283203125,54.5516471862793,57.92103958129883,3185454735.0
2023-11-18,58.512725830078125,59.283443450927734,55.062313079833984,58.39267349243164,1942321169.0
2023-11-19,61.393558502197266,62.02115249633789,56.88264846801758,58.52428436279297,1998656461.0
2023-11-20,56.53383255004883,61.370460510253906,56.353431701660156,61.370460510253906,1937313546.0
2023-11-21,52.00047302246094,57.36568832397461,51.55591583251953,56.540367126464844,2440890238.0
2023-11-22,57.588558197021484,58.79156494140625,51.73749542236328,52.00212860107422,1985653842.0
2023-11-23,56.599369049072266,59.47392272949219,56.28756332397461,57.57801818847656,1379316733.0
2023-11-24,56.86643981933594,58.686012268066406,56.349090576171875,56.57889175415039,1146346831.0
2023-11-25,58.84648895263672,59.654144287109375,56.325279235839844,56.86628723144531,1183793273.0
2023-11-26,57.6427001953125,58.95796203613281,56.51145553588867,58.845420837402344,871154750.0
2023-11-27,55.06462097167969,58.02122497558594,53.71446990966797,57.628868103027344,1237763215.0
2023-11-28,58.19437026977539,58.6068229675293,54.085323333740234,55.06262969970703,1412314015.0
2023-11-29,59.25012969970703,61.653358459472656,57.8550910949707,58.193050384521484,1941361674.0
2023-11-30,59.24162292480469,61.43787384033203,58.946922302246094,59.253517150878906,1263841021.0
2023-12-01,59.80399703979492,61.758018493652344,58.7782096862793,59.23817825317383,1376669760.0
2023-12-02,63.83285903930664,63.83285903930664,59.77376174926758,59.80374526977539,1346327049.0
2023-12-03,63.03996658325195,65.39625549316406,62.416622161865234,63.82087707519531,1368876645.0
2023-12-04,61.526615142822266,65.13323974609375,60.280521392822266,63.03776931762695,2211865569.0
2023-12-05,60.99483108520508,62.54000473022461,59.25082778930664,61.5291748046875,1693517649.0
2023-12-06,61.902957916259766,66.38362121582031,60.97986602783203,60.97986602783203,3030993886.0
2023-12-07,67.83782958984375,69.30046844482422,61.873008728027344,61.934043884277344,3002455075.0
2023-12-08,75.00243377685547,75.12979125976562,67.84123229980469,67.84671783447266,3612712432.0
2023-12-09,72.25760650634766,77.50202178955078,72.03968811035156,74.98954772949219,2893248364.0
2023-12-10,74.70588684082031,74.72459411621094,70.91922760009766,72.27294921875,1849363354.0
2023-12-11,70.36717224121094,74.8381118774414,67.21549224853516,74.71422576904297,3729540309.0
2023-12-12,68.54067993164062,72.34092712402344,65.968994140625,70.34428405761719,2366453484.0
2023-12-13,70.76778411865234,72.3547592163086,64.3697738647461,68.5322494506836,2414610075.0
2023-12-14,75.62033081054688,76.17998504638672,69.8573226928711,70.74867248535156,2464938440.0
2023-12-15,72.36898803710938,79.15106964111328,72.36663818359375,75.63668823242188,2821390652.0
2023-12-16,73.47350311279297,77.0792007446289,71.56934356689453,72.43347930908203,1781972898.0
2023-12-17,71.00051879882812,74.72001647949219,70.82445526123047,73.47478485107422,1552380672.0
2023-12-18,74.34716033935547,75.38053894042969,67.33440399169922,70.93263244628906,2281865174.0
2023-12-19,72.9897689819336,76.27140808105469,72.01061248779297,74.34918975830078,1900875405.0
2023-12-20,82.19123077392578,83.95745086669922,72.989990234375,72.989990234375,3745738278.0
2023-12-21,93.85481262207031,95.32344055175781,81.23770904541016,82.1856460571289,4711493441.0
2023-12-22,98.00369262695312,99.12442779541016,90.79840087890625,93.85801696777344,5284203995.0
2023-12-23,107.59423065185547,109.50884246826172,93.10676574707031,98.0016860961914,3957434568.0
2023-12-24,112.48521423339844,117.38066864013672,107.72513580322266,107.72513580322266,6365529251.0
2023-12-25,121.1464614868164,125.19389343261719,108.90338134765625,112.56411743164062,5951791518.0
